id,name,快捷键,冷却时间,技能消耗,Information
103,波形延迟,E,14/13/12/11/10秒,50法力,对自身附近所有敌方单位造成60/90/120/150/180（+0.8额外AD）点物理伤害，并提升自身攻击速度30%/35%/40%/45%/50%和移动速度40%，降低范围内敌方单位20%的攻击速度和移动速度，持续3秒。在加速期间立华奏的每次普通攻击都将延长自身的加速时间1秒，最多延长3秒。延长的时间会在初始时间结束后生效。
103,高频咆哮,R,100/90/80秒,100法力,交叉2级音速手刃发出的音波冲击，对附近所有敌方单位造成200/300/400（+0.8额外AD）点物理伤害，并眩晕1秒。
102,神威灵装·十番,被动,,,"十香以灵力驱动灵装,法力值在50%以上时获得灵装增幅,每比100%法力低5%,则增加2%攻击力和移动速度.法力值在50%以下时获得灵装保护,每比0%高5%法力,增加2%护甲和法术抗性"
102,鏖杀公,Q,7/6.5/6/5.5/5秒,40/45/50/55/60法力,十香挥动鏖杀公，对前方扇形区域内所有敌方单位造成40/65/90/115/140（+0.45全AD)点物理伤害，同时向该方向斩出一道剑压，对命中的所有敌方单位造成40/65/90/115/140（+0.45全AD)点物理伤害
102,王座,W,22/20/18/16/14秒,50法力,"十香在指定地点召唤王座,对附近敌方单位造成50/90/130/170/210（+0.5全AD)点物理伤害，击退附近所有敌方单位。十香获得一层剑身武装，最大三层。"
102,空间震,E,14/13/12/11/10秒,50法力,"十香引发空间震,4秒内以自身为中心对附近所有敌方单位造成3次击飞，每次附加30/50/70/90/110（+0.4额外AD）（+0.4AP)点伤害"
102,最后之剑,R,50/45/40秒,70/85/100法力,"十香将鏖杀公和王座合成最后之剑,攻击距离增加340,持续(剑身武装层数*2/3/4+5)秒,期间普通攻击造成130%攻击力伤害,每次引发爆炸,对目标附近单位(不包括目标)造成40/55/70（+0.55额外AD）（+0.45全AP)点物理伤害.""鏖杀公""攻击范围增大(不与普通形态共用冷却),""空间震""击飞变为击退,""王座""不可使用,再次使用技能可以收回最后之剑,技能结束后消耗全部剑身武装."
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
98,邪王真眼使,被动,无,无,六花使用显卡切换来改变自身的作战模式。在Avida/Nti模式下每使用一次技能（不包括显卡切换）减少82/增加122中二度。Avida/Nti模式下的普通攻击减少22/增加22中二度。中二度最高为666，每22中二度增加1%法术强度。显卡切多也会爆，当中二度达到最高时，切换为Outel模式，无法使用Avida与Nti模式下的技能，持续5秒，每秒对附近所有敌方单位造成42（+0.62AP）点法术伤害。结束后中二度减为222.
98,永恒之枪,Q,8/7/6/5/4秒,122中二度,Avida：六花，用伞敲。六花挥伞击飞面前扇形区域内所有敌方单位。Nti：永恒之枪！邪王真眼使向指定方向投出闪耀的光之长枪，对命中的所有敌方单位造成62/92/122/152/182（+0.62AP）点法术伤害，若目标处于由Avida模式任意技能施加的负面状态中，则额外造成22/42/62/82/102（+0.32AP）点法术伤害。
98,漆黑之盾,W,12秒,122中二度,Avida：六花，丢个伞。六花向指定方向扔出伞，飞行1秒，停留1秒，期间命中的所有敌方单位因害怕绊倒而减少22%/32%/42%/52%/62%移动速度，持续2秒。Nti：漆黑之盾！邪王真眼使为自身张开暗之结界，获得一个能吸收22/32/42/52/62%伤害的护盾，持续2秒。护盾消失时对附近所有敌方单位造成62/102/162/222/282（+0.62AP）点法术伤害。
98,阿瓦隆粉碎,E,14秒,82中二度,Avida：六花，跳一下。六花跳向指定地点，差点摔倒。这让附近所有敌方单位感到非常无语，沉默0.5秒。Nti：阿瓦隆粉碎！邪王真眼使咏唱圣言，对目标区域内所有敌方单位造成62/112/162/212/262（+0.72AP）点法术伤害，并减少其5%/10%/15%/20%/25%法术抗性，持续3秒。
98,显卡切换,R,5/4/2秒,无消耗,被动：A卡音质好，N卡网速快。六花在Avida模式下获得5%/10%/20%冷却缩减，Nti模式下增加5%/10%/20%移动速度，普通攻击变为远程，伤害类型变为法术且附加法术伤害。两种模式下技能效果不同。主动：六花在Avida显卡与Nti显卡之间切换。Outel模式下无法进行切换。
96,可变式羽翼系统,被动,无,无,伊卡洛斯每次施放技能时羽翼闪耀变色，增加7%攻击速度与5%移动速度，持续3秒，最高可叠加4层。
96,Artemis,Q,16/14/12/10/8秒,40/45/50/55/60法力,"被动:伊卡洛斯的普通攻击对目标附加1层准星与0.06额外AD*准星数的物理伤害（可以暴击），准星持续4秒，最多叠加12层。主动效果：伊卡洛斯向指定放下发射一组Artemis导弹，子弹会对路径上的敌人造成30/60/90/120/150（+0.35额外AD）物理伤害,对非英雄单位造成额外50%伤害，命中敌方英雄后将对其连续发射四组Artemis导弹，每组造成10/15/20/25/30（+0.2额外AD）点物理伤害，且有70%几率附加1层准星，反之则造成0.2秒眩晕。"
96,Aegis,W,无,无,被动：伊卡洛斯每进行7次普通攻击，获得Aegis护盾，脱离战斗6秒后消失，并获得6次普攻计数，此后每5秒衰减1层。进行普攻后不再衰减。该护盾可抵挡一次伤害，并在此后1.5秒内持续抵挡30%/35%/40%/45%/50%伤害。（已存在未触发的护盾时不计数）
96,lcarus,E,10秒,50法力,伊卡洛斯向指定地点高速滑翔，此后3秒内增加20%攻击速度，期间第一次普通攻击额外附加20/40/60/80/100（+0.4AD额外）物理伤害与1层准星。每次普通攻击都会降低E技能lcarus的冷却时间1秒
96,Apollon,R,100/90/80秒,100/120/140法力,伊卡洛斯向指定方向射出光箭，对命中的第一个敌方英雄造成100/175/250（+0.7额外AD）物理伤害，4秒内使其受到伤害加深10%/20%/30%。光箭命中英雄后爆裂，4秒内对附近所有敌方单位每0.5秒造成25/35/45（+0.35额外AD）点物理伤害
95,狂暴,主动,120秒,最低30怒气,"猩猩状态下只有普通攻击，增加30%移动速度，并且每秒增加20%攻击速度，20%攻击力，20%护甲，6%物穿，持续期间每秒扣除10点怒气，开启时每10点怒气增加1秒持续时间，持续时间结束后变回原型，所有技能禁用5秒，并减少15%攻击速度，15%攻击力，15%护甲，20%移动速度。
变猩猩时会给周围600范围内敌人施加1秒减速40%的负面状态。
猩猩状态下所有技能不能使用，杀死一个英雄增加30点怒气，猩猩状态可以被净化。每次普通攻击击中目标使得目标减速50%，持续0.5秒。
小悟空形态下每次使用普通攻击增加5"
95,残像拳,Q,10/9/8/7/6,无,闪现到敌人身边，对目标造成50/85/120/155/190+（1.1全AD）点物理伤害，增加10点怒气。
95,召唤筋斗云,W,24/22/20/18/16,无,召唤筋斗云，大幅度增加自身的移动速度，持续2秒（每50点怒气额外增加1秒），开启后获得空中视野，增加自身20/25/30/35/40%移动速度，并且忽略动态阻碍，攻击和被攻击伤害大于20也会停止。
95,金箍棒,E,18/17/16/15/14,10点怒气,金箍棒变长捅向前方，范围内所有敌人造成80/125/170/215/260+（0.9额外AD）点额外物理伤害，并眩晕0.5秒，命中英雄后增加5点怒气。每命中一个英雄单位额外增加自身10%的暴击，持续时间3秒，最多叠加4层。
95,龟派气功,R,120/105/90,所有怒气,梗着师傅龟仙人学习的技能，具有极强的威力，蓄力2秒后发出龟派气功，命中第一个敌方单位后爆炸，产生范围250/350/450的300/500/700+（1.2AP）点法术伤害，并降低目标移动速度40%，持续1秒（每20点怒气额外增加0.1秒）。在蓄力开始直接获得40怒气，过程中每秒增加12怒气。怒气值90以上的情况下使用会直接释放龟派气功。蓄力过程中不能移动，可以使用s键打断。
94,残暴,被动,,,战士娃普通攻击暴击时触发残暴顺劈，额外对附近最多3名目标造成80%的普攻伤害，并增加自身移动速度15%持续3秒。残暴顺劈每两秒最多触发一次。
94,致死打击,Q,2.0,30点怒气,战士娃猛烈斩击敌人，造成20/50/80/110/140（+1.1全AD）点物理伤害，并使敌人进入致死状态：3秒内治疗效果减半。每次致死打击增加战士娃15%暴击率持续6秒，最多叠加5次。当致死打击暴击时消耗所有暴击层数。
94,雷霆震击,W,16秒,20怒气,战士娃震击地面，对附近300范围内所有敌人造成50/85/120/155/190（+0.6额外AD）点物理伤害，使之定身0.5秒，并且三秒内移动速度降低35%。
94,冲锋,e,14/13/12/11/10秒,无消耗,战士娃向6.0范围内的目标冲锋，对敌人造成1秒晕眩并增加自身30点怒气，如果是队友则添加援护效果，受到伤害减少50%并转移给战士娃，最多生效2次或持续3秒，援护目标只会进入一半的冷却时间
94,旋风利刃,r,70/60/50秒,无消耗,战士娃飞快旋转武器，每0.6秒队周围敌人造成35/70/105（+0.8全AD）点物理伤害，伤害可以暴击。旋风利刃状态下战士娃增加10点怒气，持续4.8秒。获得减伤效果，受怒气影响最高减伤50%。
93,白tang夜niao叉bing,被动,无,无,银时每损失5%生命值增加1%攻击力、4%的攻击速度、1%的伤害减免。身为白tang夜niao叉bing，银时被含糖量较高的技能攻击时，额外受到0.4（向下取整）真实伤害。（包括切糕糖浆、盐汽水、超杀汽水弹）
93,牙dou突s,q,14秒,55/65/75/85/95法力,银时向目标方向发起冲锋，对路径上的所有敌方单位的弱ju点hua发起攻击，造成50/85/120/155/190（+0.8额外AD）点物理伤害，并使其在1秒内眩dou晕m
93,扰tu乱cao,w,15/14/13/12/11秒,50法力,银时扰tu乱cao一个敌方英雄，造成60/90/120/150/180（+0.4全AD）点真实伤害并使其心fang神qi不zhi宁liao，2秒内命中减少100.
93,飞bi剑shi,e,10/9/8/7/6秒,50法力,银时指定一个敌方单位投出飞bi剑shi，对目标造成60/100/140/180/220（+1.0额外AD）点物理伤害，并使目标流e血xin，2秒内降低其20%的移动速度与16%护甲目标周围250范围的敌人被这一残e忍xin的画面震惊，受到一半的伤害与减益效果，该技能对非英雄单位造成150%的伤害
93,阿姆施特朗炮,r,120秒,100/125/150,银时召唤阿姆施特朗回旋加速喷气式阿姆施特朗炮，2秒后发射，将自己轰击至地图上任意指定地点，落地时产生爆炸，对附近所有敌方单位造成350/500/650（1.0全AD）点物理伤害，当离开中心点250范围时，每远离50距离，伤害降低10%，最低50%。（如果在发射前被打断，将会进入10秒冷却）
92,金刚力,被动,180秒,无,"夜夜的牡蛎回路""金刚力""能使自己的体质超硬质化，护甲提升15%，并且护甲15%转化为额外攻击力，竞技场中最多增加75点攻击力。当夜夜的生命值低于30%时，会在8秒内吸收周围800范围内友方英雄当前法力值的4%来恢复自身最大生命值的2%（最多恢复50%的生命值，没有法力值的英雄无法为夜夜提供生命恢复）。"
92,破却水月,q,8/7/6/5/4秒,40点法力值,夜夜用拳头缓慢的接触敌人身体造成40/70/100/130/160 （+1.3全ad）点物理伤害，并在目标体内爆发一股强力冲击，击退目标周围200范围内的敌人。
92,楸木太刀影,w,18/16/14/12/10秒,80点法力值,夜夜朝一个方向高速冲锋，撞到第一个目标后会停止，对目标造成 80/140/200/260/320(+0.8额外ad) 点物理伤害，并眩晕目标1秒。同时在接下来的4秒内，夜夜承受的伤害降低10%/12%/14%/16%/18%。
92,旋转吧！雪月花/月影红莲,e,20/18/16/14/12秒,30/35/40/45/50点法力值,雪月花：夜夜像旋风一般回转，期间能格挡所有普通攻击，并且无视单位阻挡，持续4秒或格挡3/4/5/6/7次普通攻击。旋转过程中会持续提升20%移动速度，并在4秒内提升50%。旋转期间可以使用二段技能：月影红莲。 月影红莲：夜夜提出令空气都变得炽热的一击，对目标造成50/80/110/140/170 （+0.6全ad）点物理伤害并降低30%移动速度，持续2秒。每格挡一次普通攻击，二段伤害提高10%，旋转期间使用任意普通技能都会中断旋转。
92,红色有角三倍速,r,120/105/90秒,无消耗,夜夜变身进入”红有三“模式，解除身上所有控制效果，刷新所有普通技能冷却时间，并且获得20%/30%/40%的冷却缩减，提高30%/45%/60%的攻击速度与20%/30%/40%移动速度并且持续期间所有普通技能将不再消耗法力值。持续7/9/11秒。
91,女仆助您下楼梯,被动,60秒,无,清扫期间，咲夜的单体攻击(普通攻击或“完美潇洒的世界”)将附带效果：在无人知晓的时停中将附近所有地方单位偷偷搬开，但目标不受影响。
91,完美潇洒的飞刀,q,6/5.5/5/4.5/4秒,45/55/65/75/85法力,咲夜指定目标地点后甩出4柄飞刀，从不同方位向目标发射，每柄飞刀对接触的所有敌方单位造成40/70/100/130/160（+0.4AP）点法术伤害，对同一目标的重复伤害衰减70%。
91,完美潇洒的时计,w,22/20/18/16/14秒,80法力,咲夜在目标区域投放持续3秒的时计，大幅减少区域内飞弹的移动速度与除咲夜本人外所有单位的移动速度、攻击速度。（飞弹包括大部分飞行道具类技能与远程普通攻击）施法距离：500/550/600/650/700以下技能不受此技能影响桐人R技能星爆气流斩梦梦E技能藤蔓梦梦R技能尾巴炮伊莉雅R技能多元重奏饱和炮击蛇叔W技能杀意之刃小悟空W技能金箍棒菲特R技能圣刃形态：雷焰圣刃
91,完美潇洒的女仆,e,17/16/15/14/13秒,45/55/65/75/85法力,咲夜改变时间流速开始清扫，3秒内增加40%移动速度。期间“完美潇洒的飞刀“可结束清扫，使飞刀数量增加一半且第一刀伤害增加30%；或使用“完美潇洒的时计”结束清扫，对区域内所有敌方单位造成80/120/160/200/240(+0.6AP)法术伤害
91,完美潇洒的世界,r,100/80/60秒,100/125/150法力,咲夜停止一个敌方英雄的时间，1.5秒内使目标无法移动攻击或施法（不能被解除，不受韧性减免）并对目标甩出大量飞刀。然后时间开始流动，飞刀一起发射，造成300/400/500(+0.9AP)点法术伤害。
